fid,aspect,elv,flowAcc,lithology,planCurv,profCurv,riverProx,roadProx,slope,soil,SPI,TPI,TRI,TWI,xcoord,ycoord
5103,157.866683959961,931.783447265625,11.1685495376587,316,0.000225702169701,0.000225702169701,11131.6572265625,5.0990195274353,31.8294334411621,2,12.8114223480225,-5.09966230392456,12.0197401046753,2.35091686248779,3517670.8846,435466.895399995
5104,150.976715087891,1557.82495117188,4.02700567245483,53,0.00007157860091,0.00007157860091,3663.6865234375,1,36.9364471435547,9,3.72864127159119,11.0830965042114,17.923526763916,1.44283354282379,3571515.8743,435469.1784
5105,98.4495544433594,2040.15551757812,58.7814292907715,278,-0.034683026373386,-0.034683026373386,3870.46508789062,110.45361328125,24.1597023010254,8,-8.85871315002441,-22.9416923522949,13.723973274231,10.7021923065186,3494299.6348,435512.29
5106,161.245910644531,1633.10534667969,1.56350779533386,316,0.003230787115172,0.003230787115172,7257.58203125,14.2126703262329,35.1067237854004,2,4.49726581573486,18.2319240570068,14.0873928070068,-0.54308694601059,3507660.7409,435560.083299996
5107,85.5513534545898,2018.5986328125,2.25618052482605,278,0.002928405534476,0.002928405534476,3842.4599609375,103.768974304199,75.0919036865234,8,-0.534927248954773,220.210205078125,98.0075912475586,7.79706001281738,3494600.7888,435571.6337
5108,154.526824951172,1594.55700683594,3.17214012145996,53,-0.002615594072267,-0.002615594072267,3577.55493164062,1,28.820779800415,9,6.90020513534546,2.39904117584229,10.5287485122681,0.285755038261414,3571519.4772,435586.775199997
5109,177.537307739258,1633.31188964844,1.62703800201416,53,0.008403075858951,0.008403075858951,3520.24145507812,0,30.761791229248,9,1.75168108940124,17.2696075439453,12.3138790130615,0.650089383125305,3571538.5039,435633.101000003
5110,135.900039672852,1500.22790527344,12.3075771331787,53,-0.000932406401262,-0.000932406401262,11456.5830078125,28.844409942627,30.0247764587402,5,-10.4384145736694,-0.668575823307037,11.0737457275391,9.4845724105835,3523496.424,435645.192899999
5111,339.844451904297,721.964904785156,5.51289224624634,278,0.0085239270702,0.0085239270702,8057.27587890625,3.16227769851685,16.1158065795898,9,-6.48083734512329,-0.899752259254456,5.74702310562134,8.81595897674561,3469919.1415,435655.6629
5112,105.500076293945,1235.98889160156,10.7682838439941,53,-0.001420160406269,-0.001420160406269,11527.3798828125,18.3847770690918,27.0452861785889,5,27.452953338623,-8.10424518585205,10.1645069122314,2.51542377471924,3524762.7714,435734.318899999
5113,72.6412124633789,1291.48596191406,4.33961009979248,316,-0.000202743685804,-0.000202743685804,11057.9609375,6.40312433242798,45.2507286071777,2,-7.17682552337647,4.22045230865479,19.7973518371582,8.53125286102295,3513342.4354,435752.119899995
